id_municipio,municipio_nome,unidade,nome_rm,nome_ugrhi
3549706,São José do Rio Pardo,URAE 4 - Norte,_Fora de RMs/AUs,Pardo
3549805,São José do Rio Preto,URAE 4 - Norte,_Fora de RMs/AUs,Turvo / Grande
3549904,São José dos Campos,URAE 1 - Sudeste,Região Metropolitana do Vale do Paraíba e Litoral Norte,Paraíba do Sul
3549953,São Lourenço da Serra,URAE 1 - Sudeste,Região Metropolitana de São Paulo,Ribeira de Iguape / Litoral Sul
3550001,São Luís do Paraitinga,URAE 1 - Sudeste,Região Metropolitana do Vale do Paraíba e Litoral Norte,Paraíba do Sul
3550100,São Manuel,URAE 1 - Sudeste,_Fora de RMs/AUs,Tietê / Jacaré
3550209,São Miguel Arcanjo,URAE 1 - Sudeste,Região Metropolitana de Sorocaba,Alto Paranapanema
3550308,São Paulo,URAE 1 - Sudeste,Região Metropolitana de São Paulo,Alto Tietê
3550407,São Pedro,URAE 2 - Centro,Aglomeração Urbana de Piracicaba-AU- Piracicaba,Piracicaba / Capivari / Jundiaí
3550506,São Pedro do Turvo,URAE 2 - Centro,_Fora de RMs/AUs,Médio Paranapanema
3550605,São Roque,URAE 1 - Sudeste,Região Metropolitana de Sorocaba,Tietê / Sorocaba
3550704,São Sebastião,URAE 1 - Sudeste,Região Metropolitana do Vale do Paraíba e Litoral Norte,Litoral Norte
3550803,São Sebastião da Grama,URAE 4 - Norte,_Fora de RMs/AUs,Pardo
3550902,São Simão,URAE 4 - Norte,Região Metropolitana de Ribeirão Preto,Pardo
3551009,São Vicente,URAE 1 - Sudeste,Região Metropolitana da Baixada Santista,Baixada Santista
3551108,Sarapuí,URAE 1 - Sudeste,Região Metropolitana de Sorocaba,Tietê / Sorocaba
3551207,Sarutaiá,URAE 1 - Sudeste,_Fora de RMs/AUs,Alto Paranapanema
3551306,Sebastianópolis do Sul,URAE 1 - Sudeste,_Fora de RMs/AUs,São José dos Dourados
3551405,Serra Azul,URAE 1 - Sudeste,Região Metropolitana de Ribeirão Preto,Pardo
3551603,Serra Negra,URAE 1 - Sudeste,_Fora de RMs/AUs,Mogi-Guaçu
3551504,Serrana,URAE 4 - Norte,Região Metropolitana de Ribeirão Preto,Pardo
3551702,Sertãozinho,URAE 4 - Norte,Região Metropolitana de Ribeirão Preto,Mogi-Guaçu
3551801,Sete Barras,URAE 1 - Sudeste,_Fora de RMs/AUs,Ribeira de Iguape / Litoral Sul
3551900,Severínia,URAE 4 - Norte,_Fora de RMs/AUs,Turvo / Grande
3552007,Silveiras,URAE 1 - Sudeste,Região Metropolitana do Vale do Paraíba e Litoral Norte,Paraíba do Sul
3552106,Socorro,URAE 4 - Norte,_Fora de RMs/AUs,Mogi-Guaçu
3552205,Sorocaba,URAE 2 - Centro,Região Metropolitana de Sorocaba,Tietê / Sorocaba
3552304,Sud Mennucci,URAE 1 - Sudeste,_Fora de RMs/AUs,Baixo Tietê
3552403,Sumaré,URAE 3 - Leste,Região Metropolitana de Campinas,Piracicaba / Capivari / Jundiaí
3552551,Suzanápolis,URAE 4 - Norte,_Fora de RMs/AUs,São José dos Dourados
3552502,Suzano,URAE 1 - Sudeste,Região Metropolitana de São Paulo,Alto Tietê
3552601,Tabapuã,URAE 4 - Norte,_Fora de RMs/AUs,Turvo / Grande
3552700,Tabatinga,URAE 2 - Centro,_Fora de RMs/AUs,Tietê / Jacaré
3552809,Taboão da Serra,URAE 1 - Sudeste,Região Metropolitana de São Paulo,Alto Tietê
3552908,Taciba,URAE 1 - Sudeste,_Fora de RMs/AUs,Pontal do Paranapanema
3553005,Taguaí,URAE 1 - Sudeste,_Fora de RMs/AUs,Alto Paranapanema
3553104,Taiaçu,URAE 4 - Norte,_Fora de RMs/AUs,Turvo / Grande
3553203,Taiúva,URAE 4 - Norte,Região Metropolitana de Ribeirão Preto,Turvo / Grande
3553302,Tambaú,URAE 4 - Norte,Região Metropolitana de Ribeirão Preto,Pardo
3553401,Tanabi,URAE 4 - Norte,_Fora de RMs/AUs,Turvo / Grande
3553500,Tapiraí,URAE 1 - Sudeste,Região Metropolitana de Sorocaba,Ribeira de Iguape / Litoral Sul
3553609,Tapiratiba,URAE 1 - Sudeste,_Fora de RMs/AUs,Pardo
3553658,Taquaral,URAE 4 - Norte,Região Metropolitana de Ribeirão Preto,Mogi-Guaçu
3553708,Taquaritinga,URAE 4 - Norte,_Fora de RMs/AUs,Tietê / Batalha
3553807,Taquarituba,URAE 1 - Sudeste,_Fora de RMs/AUs,Alto Paranapanema
3553856,Taquarivaí,URAE 1 - Sudeste,_Fora de RMs/AUs,Alto Paranapanema
3553906,Tarabai,URAE 1 - Sudeste,_Fora de RMs/AUs,Pontal do Paranapanema
3553955,Tarumã,URAE 1 - Sudeste,_Fora de RMs/AUs,Médio Paranapanema
3554003,Tatuí,URAE 1 - Sudeste,Região Metropolitana de Sorocaba,Tietê / Sorocaba
3554102,Taubaté,URAE 1 - Sudeste,Região Metropolitana do Vale do Paraíba e Litoral Norte,Paraíba do Sul
3554201,Tejupá,URAE 1 - Sudeste,_Fora de RMs/AUs,Alto Paranapanema
3554300,Teodoro Sampaio,URAE 1 - Sudeste,_Fora de RMs/AUs,Pontal do Paranapanema
3554409,Terra Roxa,URAE 1 - Sudeste,_Fora de RMs/AUs,Baixo Pardo / Grande
3554508,Tietê,URAE 2 - Centro,Região Metropolitana de Sorocaba,Tietê / Sorocaba
3554607,Timburi,URAE 1 - Sudeste,_Fora de RMs/AUs,Alto Paranapanema
3554656,Torre de Pedra,URAE 1 - Sudeste,_Fora de RMs/AUs,Tietê / Sorocaba
3554706,Torrinha,URAE 1 - Sudeste,_Fora de RMs/AUs,Tietê / Jacaré
3554755,Trabiju,URAE 2 - Centro,_Fora de RMs/AUs,Tietê / Jacaré
3554805,Tremembé,URAE 1 - Sudeste,Região Metropolitana do Vale do Paraíba e Litoral Norte,Paraíba do Sul
3554904,Três Fronteiras,URAE 1 - Sudeste,_Fora de RMs/AUs,São José dos Dourados
3554953,Tuiuti,URAE 3 - Leste,_Fora de RMs/AUs,Piracicaba / Capivari / Jundiaí
3555000,Tupã,URAE 1 - Sudeste,_Fora de RMs/AUs,Aguapeí
3555109,Tupi Paulista,URAE 2 - Centro,_Fora de RMs/AUs,Aguapeí
3555208,Turiúba,URAE 1 - Sudeste,_Fora de RMs/AUs,Baixo Tietê
3555307,Turmalina,URAE 1 - Sudeste,_Fora de RMs/AUs,Turvo / Grande
3555356,Ubarana,URAE 4 - Norte,_Fora de RMs/AUs,Baixo Tietê
3555406,Ubatuba,URAE 1 - Sudeste,Região Metropolitana do Vale do Paraíba e Litoral Norte,Litoral Norte
3555505,Ubirajara,URAE 1 - Sudeste,_Fora de RMs/AUs,Médio Paranapanema
3555604,Uchoa,URAE 4 - Norte,_Fora de RMs/AUs,Turvo / Grande
3555703,União Paulista,URAE 1 - Sudeste,_Fora de RMs/AUs,Baixo Tietê
3555802,Urânia,URAE 1 - Sudeste,_Fora de RMs/AUs,Turvo / Grande
3555901,Uru,URAE 1 - Sudeste,_Fora de RMs/AUs,Tietê / Batalha
3556008,Urupês,URAE 4 - Norte,_Fora de RMs/AUs,Tietê / Batalha
3556107,Valentim Gentil,URAE 1 - Sudeste,_Fora de RMs/AUs,Turvo / Grande
3556206,Valinhos,URAE 3 - Leste,Região Metropolitana de Campinas,Piracicaba / Capivari / Jundiaí
3556305,Valparaíso,URAE 4 - Norte,_Fora de RMs/AUs,Baixo Tietê
3556354,Vargem,URAE 1 - Sudeste,_Fora de RMs/AUs,Piracicaba / Capivari / Jundiaí
3556404,Vargem Grande do Sul,URAE 4 - Norte,_Fora de RMs/AUs,Pardo
3556453,Vargem Grande Paulista,URAE 1 - Sudeste,Região Metropolitana de São Paulo,Tietê / Sorocaba
3556503,Várzea Paulista,URAE 1 - Sudeste,Aglomeração Urbana de Jundiaí,Piracicaba / Capivari / Jundiaí
3556602,Vera Cruz,URAE 2 - Centro,_Fora de RMs/AUs,Aguapeí
3556701,Vinhedo,URAE 3 - Leste,Região Metropolitana de Campinas,Piracicaba / Capivari / Jundiaí
3556800,Viradouro,URAE 4 - Norte,_Fora de RMs/AUs,Baixo Pardo / Grande
3556909,Vista Alegre do Alto,URAE 4 - Norte,_Fora de RMs/AUs,Turvo / Grande
3556958,Vitória Brasil,URAE 1 - Sudeste,_Fora de RMs/AUs,Turvo / Grande
3557006,Votorantim,URAE 2 - Centro,Região Metropolitana de Sorocaba,Tietê / Sorocaba
3557105,Votuporanga,URAE 4 - Norte,_Fora de RMs/AUs,Turvo / Grande
3557154,Zacarias,URAE 1 - Sudeste,_Fora de RMs/AUs,Baixo Tietê
