id_municipio,municipio_nome,unidade,nome_rm,nome_ugrhi
3524105,Ituverava,URAE 4 - Norte,Aglomeração Urbana de Franca,Sapucaí / Grande
3524204,Jaborandi,URAE 1 - Sudeste,_Fora de RMs/AUs,Baixo Pardo / Grande
3524303,Jaboticabal,URAE 4 - Norte,Região Metropolitana de Ribeirão Preto,Mogi-Guaçu
3524402,Jacareí,URAE 3 - Leste,Região Metropolitana do Vale do Paraíba e Litoral Norte,Paraíba do Sul
3524501,Jaci,URAE 4 - Norte,_Fora de RMs/AUs,Tietê / Batalha
3524600,Jacupiranga,URAE 1 - Sudeste,_Fora de RMs/AUs,Ribeira de Iguape / Litoral Sul
3524709,Jaguariúna,URAE 3 - Leste,Região Metropolitana de Campinas,Piracicaba / Capivari / Jundiaí
3524808,Jales,URAE 1 - Sudeste,_Fora de RMs/AUs,São José dos Dourados
3524907,Jambeiro,URAE 1 - Sudeste,Região Metropolitana do Vale do Paraíba e Litoral Norte,Paraíba do Sul
3525003,Jandira,URAE 1 - Sudeste,Região Metropolitana de São Paulo,Alto Tietê
3525102,Jardinópolis,URAE 4 - Norte,Região Metropolitana de Ribeirão Preto,Pardo
3525201,Jarinu,URAE 1 - Sudeste,Aglomeração Urbana de Jundiaí,Piracicaba / Capivari / Jundiaí
3525300,Jaú,URAE 2 - Centro,_Fora de RMs/AUs,Tietê / Jacaré
3525409,Jeriquara,URAE 1 - Sudeste,Aglomeração Urbana de Franca,Sapucaí / Grande
3525508,Joanópolis,URAE 1 - Sudeste,_Fora de RMs/AUs,Piracicaba / Capivari / Jundiaí
3525607,João Ramalho,URAE 2 - Centro,_Fora de RMs/AUs,Médio Paranapanema
3525706,José Bonifácio,URAE 4 - Norte,_Fora de RMs/AUs,Baixo Tietê
3525805,Júlio Mesquita,URAE 2 - Centro,_Fora de RMs/AUs,Aguapeí
3525854,Jumirim,URAE 2 - Centro,Região Metropolitana de Sorocaba,Tietê / Sorocaba
3525904,Jundiaí,URAE 3 - Leste,Aglomeração Urbana de Jundiaí,Piracicaba / Capivari / Jundiaí
3526001,Junqueirópolis,URAE 2 - Centro,_Fora de RMs/AUs,Peixe
3526100,Juquiá,URAE 1 - Sudeste,_Fora de RMs/AUs,Ribeira de Iguape / Litoral Sul
3526209,Juquitiba,URAE 1 - Sudeste,Região Metropolitana de São Paulo,Ribeira de Iguape / Litoral Sul
3526308,Lagoinha,URAE 1 - Sudeste,Região Metropolitana do Vale do Paraíba e Litoral Norte,Paraíba do Sul
3526407,Laranjal Paulista,URAE 1 - Sudeste,Aglomeração Urbana de Piracicaba-AU- Piracicaba,Tietê / Sorocaba
3526506,Lavínia,URAE 4 - Norte,_Fora de RMs/AUs,Baixo Tietê
3526605,Lavrinhas,URAE 1 - Sudeste,Região Metropolitana do Vale do Paraíba e Litoral Norte,Paraíba do Sul
3526704,Leme,URAE 2 - Centro,Aglomeração Urbana de Piracicaba-AU- Piracicaba,Mogi-Guaçu
3526803,Lençóis Paulista,URAE 2 - Centro,_Fora de RMs/AUs,Tietê / Jacaré
3526902,Limeira,URAE 2 - Centro,Aglomeração Urbana de Piracicaba-AU- Piracicaba,Piracicaba / Capivari / Jundiaí
3527009,Lindóia,URAE 4 - Norte,_Fora de RMs/AUs,Mogi-Guaçu
3527108,Lins,URAE 1 - Sudeste,_Fora de RMs/AUs,Tietê / Batalha
3527207,Lorena,URAE 1 - Sudeste,Região Metropolitana do Vale do Paraíba e Litoral Norte,Paraíba do Sul
3527256,Lourdes,URAE 1 - Sudeste,_Fora de RMs/AUs,Baixo Tietê
3527306,Louveira,URAE 3 - Leste,Aglomeração Urbana de Jundiaí,Piracicaba / Capivari / Jundiaí
3527405,Lucélia,URAE 1 - Sudeste,_Fora de RMs/AUs,Aguapeí
3527504,Lucianópolis,URAE 1 - Sudeste,_Fora de RMs/AUs,Médio Paranapanema
3527603,Luís Antônio,URAE 4 - Norte,Região Metropolitana de Ribeirão Preto,Mogi-Guaçu
3527702,Luiziânia,URAE 1 - Sudeste,_Fora de RMs/AUs,Aguapeí
3527801,Lupércio,URAE 1 - Sudeste,_Fora de RMs/AUs,Médio Paranapanema
3527900,Lutécia,URAE 1 - Sudeste,_Fora de RMs/AUs,Peixe
3528007,Macatuba,URAE 2 - Centro,_Fora de RMs/AUs,Tietê / Jacaré
3528106,Macaubal,URAE 4 - Norte,_Fora de RMs/AUs,Baixo Tietê
3528205,Macedônia,URAE 1 - Sudeste,_Fora de RMs/AUs,Turvo / Grande
3528304,Magda,URAE 1 - Sudeste,_Fora de RMs/AUs,Baixo Tietê
3528403,Mairinque,URAE 2 - Centro,Região Metropolitana de Sorocaba,Tietê / Sorocaba
3528502,Mairiporã,URAE 1 - Sudeste,Região Metropolitana de São Paulo,Alto Tietê
3528601,Manduri,URAE 2 - Centro,_Fora de RMs/AUs,Alto Paranapanema
3528700,Marabá Paulista,URAE 1 - Sudeste,_Fora de RMs/AUs,Pontal do Paranapanema
3528809,Maracaí,URAE 1 - Sudeste,_Fora de RMs/AUs,Médio Paranapanema
3528858,Marapoama,URAE 4 - Norte,_Fora de RMs/AUs,Tietê / Batalha
3528908,Mariápolis,URAE 1 - Sudeste,_Fora de RMs/AUs,Peixe
3529005,Marília,URAE 2 - Centro,_Fora de RMs/AUs,Peixe
3529104,Marinópolis,URAE 1 - Sudeste,_Fora de RMs/AUs,São José dos Dourados
3529203,Martinópolis,URAE 2 - Centro,_Fora de RMs/AUs,Peixe
3529302,Matão,URAE 4 - Norte,_Fora de RMs/AUs,Tietê / Batalha
3529401,Mauá,URAE 1 - Sudeste,Região Metropolitana de São Paulo,Alto Tietê
3529500,Mendonça,URAE 4 - Norte,_Fora de RMs/AUs,Tietê / Batalha
3529609,Meridiano,URAE 1 - Sudeste,_Fora de RMs/AUs,Turvo / Grande
3529658,Mesópolis,URAE 1 - Sudeste,_Fora de RMs/AUs,Turvo / Grande
3529708,Miguelópolis,URAE 1 - Sudeste,Aglomeração Urbana de Franca,Sapucaí / Grande
3529807,Mineiros do Tietê,URAE 2 - Centro,_Fora de RMs/AUs,Tietê / Jacaré
3530003,Mira Estrela,URAE 1 - Sudeste,_Fora de RMs/AUs,Turvo / Grande
3529906,Miracatu,URAE 1 - Sudeste,_Fora de RMs/AUs,Ribeira de Iguape / Litoral Sul
3530102,Mirandópolis,URAE 4 - Norte,_Fora de RMs/AUs,Baixo Tietê
3530201,Mirante do Paranapanema,URAE 1 - Sudeste,_Fora de RMs/AUs,Pontal do Paranapanema
3530300,Mirassol,URAE 4 - Norte,_Fora de RMs/AUs,Turvo / Grande
3530409,Mirassolândia,URAE 4 - Norte,_Fora de RMs/AUs,Turvo / Grande
3530508,Mococa,URAE 1 - Sudeste,Região Metropolitana de Ribeirão Preto,Pardo
3530706,Mogi Guaçu,URAE 4 - Norte,_Fora de RMs/AUs,Mogi-Guaçu
3530607,Mogi das Cruzes,URAE 3 - Leste,Região Metropolitana de São Paulo,Alto Tietê
3530805,Mogi Mirim,URAE 4 - Norte,_Fora de RMs/AUs,Mogi-Guaçu
3530904,Mombuca,URAE 1 - Sudeste,Aglomeração Urbana de Piracicaba-AU- Piracicaba,Piracicaba / Capivari / Jundiaí
3531001,Monções,URAE 1 - Sudeste,_Fora de RMs/AUs,Baixo Tietê
3531100,Mongaguá,URAE 1 - Sudeste,Região Metropolitana da Baixada Santista,Baixada Santista
3531209,Monte Alegre do Sul,URAE 3 - Leste,_Fora de RMs/AUs,Piracicaba / Capivari / Jundiaí
3531308,Monte Alto,URAE 1 - Sudeste,Região Metropolitana de Ribeirão Preto,Turvo / Grande
3531407,Monte Aprazível,URAE 1 - Sudeste,_Fora de RMs/AUs,São José dos Dourados
3531506,Monte Azul Paulista,URAE 4 - Norte,_Fora de RMs/AUs,Turvo / Grande
3531605,Monte Castelo,URAE 2 - Centro,_Fora de RMs/AUs,Aguapeí
3531803,Monte Mor,URAE 1 - Sudeste,Região Metropolitana de Campinas,Piracicaba / Capivari / Jundiaí
3531704,Monteiro Lobato,URAE 1 - Sudeste,Região Metropolitana do Vale do Paraíba e Litoral Norte,Paraíba do Sul
3531902,Morro Agudo,URAE 4 - Norte,Região Metropolitana de Ribeirão Preto,Baixo Pardo / Grande
3532009,Morungaba,URAE 1 - Sudeste,Região Metropolitana de Campinas,Piracicaba / Capivari / Jundiaí
3532058,Motuca,URAE 4 - Norte,_Fora de RMs/AUs,Mogi-Guaçu
3532108,Murutinga do Sul,URAE 4 - Norte,_Fora de RMs/AUs,Baixo Tietê
3532157,Nantes,URAE 2 - Centro,_Fora de RMs/AUs,Pontal do Paranapanema
3532207,Narandiba,URAE 1 - Sudeste,_Fora de RMs/AUs,Pontal do Paranapanema
3532306,Natividade da Serra,URAE 3 - Leste,Região Metropolitana do Vale do Paraíba e Litoral Norte,Paraíba do Sul
3532405,Nazaré Paulista,URAE 1 - Sudeste,_Fora de RMs/AUs,Piracicaba / Capivari / Jundiaí
3532504,Neves Paulista,URAE 4 - Norte,_Fora de RMs/AUs,São José dos Dourados
3532603,Nhandeara,URAE 1 - Sudeste,_Fora de RMs/AUs,São José dos Dourados
3532702,Nipoã,URAE 1 - Sudeste,_Fora de RMs/AUs,Baixo Tietê
3532801,Nova Aliança,URAE 4 - Norte,_Fora de RMs/AUs,Tietê / Batalha
3532827,Nova Campina,URAE 1 - Sudeste,_Fora de RMs/AUs,Alto Paranapanema
3532843,Nova Canaã Paulista,URAE 1 - Sudeste,_Fora de RMs/AUs,São José dos Dourados
3532868,Nova Castilho,URAE 4 - Norte,_Fora de RMs/AUs,Baixo Tietê
3532900,Nova Europa,URAE 2 - Centro,_Fora de RMs/AUs,Tietê / Jacaré
3533007,Nova Granada,URAE 1 - Sudeste,_Fora de RMs/AUs,Turvo / Grande
3533106,Nova Guataporanga,URAE 2 - Centro,_Fora de RMs/AUs,Aguapeí
3533205,Nova Independência,URAE 2 - Centro,_Fora de RMs/AUs,Aguapeí
3533304,Nova Luzitânia,URAE 1 - Sudeste,_Fora de RMs/AUs,Baixo Tietê
3533403,Nova Odessa,URAE 3 - Leste,Região Metropolitana de Campinas,Piracicaba / Capivari / Jundiaí
3533254,Novais,URAE 4 - Norte,_Fora de RMs/AUs,Turvo / Grande
3533502,Novo Horizonte,URAE 1 - Sudeste,_Fora de RMs/AUs,Tietê / Batalha
3533601,Nuporanga,URAE 4 - Norte,Região Metropolitana de Ribeirão Preto,Sapucaí / Grande
3533700,Ocauçu,URAE 2 - Centro,_Fora de RMs/AUs,Médio Paranapanema
3533809,Óleo,URAE 1 - Sudeste,_Fora de RMs/AUs,Médio Paranapanema
3533908,Olímpia,URAE 4 - Norte,_Fora de RMs/AUs,Turvo / Grande
3534005,Onda Verde,URAE 1 - Sudeste,_Fora de RMs/AUs,Turvo / Grande
3534104,Oriente,URAE 1 - Sudeste,_Fora de RMs/AUs,Peixe
3534203,Orindiúva,URAE 1 - Sudeste,_Fora de RMs/AUs,Turvo / Grande
3534302,Orlândia,URAE 4 - Norte,Região Metropolitana de Ribeirão Preto,Baixo Pardo / Grande
3534401,Osasco,URAE 1 - Sudeste,Região Metropolitana de São Paulo,Alto Tietê
3534500,Oscar Bressane,URAE 1 - Sudeste,_Fora de RMs/AUs,Peixe
3534609,Osvaldo Cruz,URAE 1 - Sudeste,_Fora de RMs/AUs,Peixe
3534708,Ourinhos,URAE 2 - Centro,_Fora de RMs/AUs,Médio Paranapanema
3534807,Ouro Verde,URAE 2 - Centro,_Fora de RMs/AUs,Peixe
3534757,Ouroeste,URAE 1 - Sudeste,_Fora de RMs/AUs,Turvo / Grande
3534906,Pacaembu,URAE 2 - Centro,_Fora de RMs/AUs,Aguapeí
3535002,Palestina,URAE 4 - Norte,_Fora de RMs/AUs,Turvo / Grande
3535101,Palmares Paulista,URAE 1 - Sudeste,_Fora de RMs/AUs,Turvo / Grande
3535200,Palmeira d'Oeste,URAE 1 - Sudeste,_Fora de RMs/AUs,São José dos Dourados
3535309,Palmital,URAE 2 - Centro,_Fora de RMs/AUs,Médio Paranapanema
3535408,Panorama,URAE 2 - Centro,_Fora de RMs/AUs,Aguapeí
3535507,Paraguaçu Paulista,URAE 1 - Sudeste,_Fora de RMs/AUs,Médio Paranapanema
3535606,Paraibuna,URAE 3 - Leste,Região Metropolitana do Vale do Paraíba e Litoral Norte,Paraíba do Sul
3535705,Paraíso,URAE 4 - Norte,_Fora de RMs/AUs,Turvo / Grande
3535804,Paranapanema,URAE 1 - Sudeste,_Fora de RMs/AUs,Alto Paranapanema
3535903,Paranapuã,URAE 1 - Sudeste,_Fora de RMs/AUs,Turvo / Grande
3536000,Parapuã,URAE 1 - Sudeste,_Fora de RMs/AUs,Aguapeí
3536109,Pardinho,URAE 1 - Sudeste,_Fora de RMs/AUs,Médio Paranapanema
3536208,Pariquera-Açu,URAE 1 - Sudeste,_Fora de RMs/AUs,Ribeira de Iguape / Litoral Sul
3536257,Parisi,URAE 4 - Norte,_Fora de RMs/AUs,Turvo / Grande
3536307,Patrocínio Paulista,URAE 4 - Norte,Aglomeração Urbana de Franca,Sapucaí / Grande
3536406,Paulicéia,URAE 2 - Centro,_Fora de RMs/AUs,Aguapeí
3536505,Paulínia,URAE 1 - Sudeste,Região Metropolitana de Campinas,Piracicaba / Capivari / Jundiaí
3536570,Paulistânia,URAE 1 - Sudeste,_Fora de RMs/AUs,Médio Paranapanema
3536604,Paulo de Faria,URAE 1 - Sudeste,_Fora de RMs/AUs,Turvo / Grande
3536703,Pederneiras,URAE 1 - Sudeste,_Fora de RMs/AUs,Tietê / Jacaré
3536802,Pedra Bela,URAE 1 - Sudeste,_Fora de RMs/AUs,Piracicaba / Capivari / Jundiaí
3536901,Pedranópolis,URAE 1 - Sudeste,_Fora de RMs/AUs,Turvo / Grande
3537008,Pedregulho,URAE 1 - Sudeste,Aglomeração Urbana de Franca,Sapucaí / Grande
3537107,Pedreira,URAE 3 - Leste,Região Metropolitana de Campinas,Piracicaba / Capivari / Jundiaí
3537156,Pedrinhas Paulista,URAE 1 - Sudeste,_Fora de RMs/AUs,Médio Paranapanema
3537206,Pedro de Toledo,URAE 1 - Sudeste,_Fora de RMs/AUs,Ribeira de Iguape / Litoral Sul
3537305,Penápolis,URAE 4 - Norte,_Fora de RMs/AUs,Baixo Tietê
3537404,Pereira Barreto,URAE 4 - Norte,_Fora de RMs/AUs,Baixo Tietê
3537503,Pereiras,URAE 1 - Sudeste,_Fora de RMs/AUs,Tietê / Sorocaba
3537602,Peruíbe,URAE 1 - Sudeste,Região Metropolitana da Baixada Santista,Baixada Santista
3537701,Piacatu,URAE 1 - Sudeste,_Fora de RMs/AUs,Aguapeí
3537800,Piedade,URAE 1 - Sudeste,Região Metropolitana de Sorocaba,Tietê / Sorocaba
3537909,Pilar do Sul,URAE 1 - Sudeste,Região Metropolitana de Sorocaba,Alto Paranapanema
3538006,Pindamonhangaba,URAE 1 - Sudeste,Região Metropolitana do Vale do Paraíba e Litoral Norte,Paraíba do Sul
3538105,Pindorama,URAE 4 - Norte,_Fora de RMs/AUs,Turvo / Grande
3538204,Pinhalzinho,URAE 1 - Sudeste,_Fora de RMs/AUs,Piracicaba / Capivari / Jundiaí
3538303,Piquerobi,URAE 1 - Sudeste,_Fora de RMs/AUs,Peixe
3538501,Piquete,URAE 3 - Leste,Região Metropolitana do Vale do Paraíba e Litoral Norte,Paraíba do Sul
3538600,Piracaia,URAE 1 - Sudeste,_Fora de RMs/AUs,Piracicaba / Capivari / Jundiaí
3538709,Piracicaba,URAE 2 - Centro,Aglomeração Urbana de Piracicaba-AU- Piracicaba,Piracicaba / Capivari / Jundiaí
3538808,Piraju,URAE 1 - Sudeste,_Fora de RMs/AUs,Alto Paranapanema
3538907,Pirajuí,URAE 4 - Norte,_Fora de RMs/AUs,Tietê / Batalha
3539004,Pirangi,URAE 4 - Norte,_Fora de RMs/AUs,Turvo / Grande
3539103,Pirapora do Bom Jesus,URAE 1 - Sudeste,Região Metropolitana de São Paulo,Alto Tietê
3539202,Pirapozinho,URAE 1 - Sudeste,_Fora de RMs/AUs,Pontal do Paranapanema
3539301,Pirassununga,URAE 4 - Norte,_Fora de RMs/AUs,Mogi-Guaçu
3539400,Piratininga,URAE 1 - Sudeste,_Fora de RMs/AUs,Tietê / Batalha
3539509,Pitangueiras,URAE 4 - Norte,Região Metropolitana de Ribeirão Preto,Mogi-Guaçu
3539608,Planalto,URAE 1 - Sudeste,_Fora de RMs/AUs,Baixo Tietê
3539707,Platina,URAE 1 - Sudeste,_Fora de RMs/AUs,Médio Paranapanema
3539806,Poá,URAE 1 - Sudeste,Região Metropolitana de São Paulo,Alto Tietê
3539905,Poloni,URAE 1 - Sudeste,_Fora de RMs/AUs,Baixo Tietê
3540002,Pompéia,URAE 2 - Centro,_Fora de RMs/AUs,Aguapeí
3540101,Pongaí,URAE 1 - Sudeste,_Fora de RMs/AUs,Tietê / Batalha
3540200,Pontal,URAE 4 - Norte,Região Metropolitana de Ribeirão Preto,Mogi-Guaçu
3540259,Pontalinda,URAE 1 - Sudeste,_Fora de RMs/AUs,São José dos Dourados
3540309,Pontes Gestal,URAE 1 - Sudeste,_Fora de RMs/AUs,Turvo / Grande
3540408,Populina,URAE 1 - Sudeste,_Fora de RMs/AUs,Turvo / Grande
3540507,Porangaba,URAE 1 - Sudeste,_Fora de RMs/AUs,Tietê / Sorocaba
3540606,Porto Feliz,URAE 2 - Centro,Região Metropolitana de Sorocaba,Tietê / Sorocaba
3540705,Porto Ferreira,URAE 4 - Norte,_Fora de RMs/AUs,Mogi-Guaçu
3540754,Potim,URAE 3 - Leste,Região Metropolitana do Vale do Paraíba e Litoral Norte,Paraíba do Sul
3540804,Potirendaba,URAE 4 - Norte,_Fora de RMs/AUs,Tietê / Batalha
3540853,Pracinha,URAE 1 - Sudeste,_Fora de RMs/AUs,Peixe
3540903,Pradópolis,URAE 4 - Norte,Região Metropolitana de Ribeirão Preto,Mogi-Guaçu
3541000,Praia Grande,URAE 1 - Sudeste,Região Metropolitana da Baixada Santista,Baixada Santista
3541059,Pratânia,URAE 1 - Sudeste,_Fora de RMs/AUs,Médio Paranapanema
3541109,Presidente Alves,URAE 1 - Sudeste,_Fora de RMs/AUs,Tietê / Batalha
3541208,Presidente Bernardes,URAE 1 - Sudeste,_Fora de RMs/AUs,Pontal do Paranapanema
3541307,Presidente Epitácio,URAE 1 - Sudeste,_Fora de RMs/AUs,Pontal do Paranapanema
3541406,Presidente Prudente,URAE 1 - Sudeste,_Fora de RMs/AUs,Pontal do Paranapanema
3541505,Presidente Venceslau,URAE 2 - Centro,_Fora de RMs/AUs,Pontal do Paranapanema
3541604,Promissão,URAE 4 - Norte,_Fora de RMs/AUs,Baixo Tietê
3541653,Quadra,URAE 1 - Sudeste,_Fora de RMs/AUs,Tietê / Sorocaba
3541703,Quatá,URAE 1 - Sudeste,_Fora de RMs/AUs,Médio Paranapanema
3541802,Queiroz,URAE 1 - Sudeste,_Fora de RMs/AUs,Aguapeí
3541901,Queluz,URAE 1 - Sudeste,Região Metropolitana do Vale do Paraíba e Litoral Norte,Paraíba do Sul
3542008,Quintana,URAE 1 - Sudeste,_Fora de RMs/AUs,Aguapeí
3542107,Rafard,URAE 2 - Centro,Aglomeração Urbana de Piracicaba-AU- Piracicaba,Piracicaba / Capivari / Jundiaí
3542206,Rancharia,URAE 2 - Centro,_Fora de RMs/AUs,Médio Paranapanema
3542305,Redenção da Serra,URAE 1 - Sudeste,Região Metropolitana do Vale do Paraíba e Litoral Norte,Paraíba do Sul
3542404,Regente Feijó,URAE 1 - Sudeste,_Fora de RMs/AUs,Pontal do Paranapanema
3542503,Reginópolis,URAE 4 - Norte,_Fora de RMs/AUs,Tietê / Batalha
3542602,Registro,URAE 1 - Sudeste,_Fora de RMs/AUs,Ribeira de Iguape / Litoral Sul
3542701,Restinga,URAE 1 - Sudeste,Aglomeração Urbana de Franca,Sapucaí / Grande
3542800,Ribeira,URAE 1 - Sudeste,_Fora de RMs/AUs,Ribeira de Iguape / Litoral Sul
3542909,Ribeirão Bonito,URAE 2 - Centro,_Fora de RMs/AUs,Tietê / Jacaré
3543006,Ribeirão Branco,URAE 1 - Sudeste,_Fora de RMs/AUs,Alto Paranapanema
3543105,Ribeirão Corrente,URAE 1 - Sudeste,Aglomeração Urbana de Franca,Sapucaí / Grande
3543204,Ribeirão do Sul,URAE 1 - Sudeste,_Fora de RMs/AUs,Médio Paranapanema
3543238,Ribeirão dos Índios,URAE 1 - Sudeste,_Fora de RMs/AUs,Peixe
3543253,Ribeirão Grande,URAE 1 - Sudeste,_Fora de RMs/AUs,Alto Paranapanema
3543303,Ribeirão Pires,URAE 1 - Sudeste,Região Metropolitana de São Paulo,Alto Tietê
3543402,Ribeirão Preto,URAE 4 - Norte,Região Metropolitana de Ribeirão Preto,Pardo
3543600,Rifaina,URAE 1 - Sudeste,Aglomeração Urbana de Franca,Sapucaí / Grande
3543709,Rincão,URAE 4 - Norte,_Fora de RMs/AUs,Mogi-Guaçu
3543808,Rinópolis,URAE 2 - Centro,_Fora de RMs/AUs,Aguapeí
3543907,Rio Claro,URAE 2 - Centro,Aglomeração Urbana de Piracicaba-AU- Piracicaba,Piracicaba / Capivari / Jundiaí
3544004,Rio das Pedras,URAE 2 - Centro,Aglomeração Urbana de Piracicaba-AU- Piracicaba,Piracicaba / Capivari / Jundiaí
3544103,Rio Grande da Serra,URAE 1 - Sudeste,Região Metropolitana de São Paulo,Alto Tietê
3544202,Riolândia,URAE 1 - Sudeste,_Fora de RMs/AUs,Turvo / Grande
3543501,Riversul,URAE 1 - Sudeste,_Fora de RMs/AUs,Alto Paranapanema
3544251,Rosana,URAE 1 - Sudeste,_Fora de RMs/AUs,Pontal do Paranapanema
3544301,Roseira,URAE 1 - Sudeste,Região Metropolitana do Vale do Paraíba e Litoral Norte,Paraíba do Sul
3544400,Rubiácea,URAE 1 - Sudeste,_Fora de RMs/AUs,Baixo Tietê
3544509,Rubinéia,URAE 1 - Sudeste,_Fora de RMs/AUs,São José dos Dourados
3544608,Sabino,URAE 4 - Norte,_Fora de RMs/AUs,Tietê / Batalha
3544707,Sagres,URAE 1 - Sudeste,_Fora de RMs/AUs,Peixe
3544806,Sales,URAE 4 - Norte,_Fora de RMs/AUs,Tietê / Batalha
3544905,Sales Oliveira,URAE 4 - Norte,Região Metropolitana de Ribeirão Preto,Pardo
3545001,Salesópolis,URAE 1 - Sudeste,Região Metropolitana de São Paulo,Alto Tietê
3545100,Salmourão,URAE 1 - Sudeste,_Fora de RMs/AUs,Aguapeí
3545159,Saltinho,URAE 1 - Sudeste,Aglomeração Urbana de Piracicaba-AU- Piracicaba,Piracicaba / Capivari / Jundiaí
3545209,Salto,URAE 2 - Centro,Região Metropolitana de Sorocaba,Piracicaba / Capivari / Jundiaí
3545308,Salto de Pirapora,URAE 1 - Sudeste,Região Metropolitana de Sorocaba,Tietê / Sorocaba
3545407,Salto Grande,URAE 2 - Centro,_Fora de RMs/AUs,Médio Paranapanema
3545506,Sandovalina,URAE 1 - Sudeste,_Fora de RMs/AUs,Pontal do Paranapanema
3545605,Santa Adélia,URAE 4 - Norte,_Fora de RMs/AUs,Turvo / Grande
3545704,Santa Albertina,URAE 1 - Sudeste,_Fora de RMs/AUs,Turvo / Grande
3545803,Santa Bárbara d'Oeste,URAE 3 - Leste,Região Metropolitana de Campinas,Piracicaba / Capivari / Jundiaí
3546009,Santa Branca,URAE 1 - Sudeste,Região Metropolitana do Vale do Paraíba e Litoral Norte,Paraíba do Sul
3546108,Santa Clara d'Oeste,URAE 1 - Sudeste,_Fora de RMs/AUs,Turvo / Grande
3546207,Santa Cruz da Conceição,URAE 4 - Norte,_Fora de RMs/AUs,Mogi-Guaçu
3546256,Santa Cruz da Esperança,URAE 1 - Sudeste,Região Metropolitana de Ribeirão Preto,Pardo
3546306,Santa Cruz das Palmeiras,URAE 4 - Norte,_Fora de RMs/AUs,Mogi-Guaçu
3546405,Santa Cruz do Rio Pardo,URAE 1 - Sudeste,_Fora de RMs/AUs,Médio Paranapanema
3546504,Santa Ernestina,URAE 1 - Sudeste,_Fora de RMs/AUs,Tietê / Batalha
3546603,Santa Fé do Sul,URAE 4 - Norte,_Fora de RMs/AUs,São José dos Dourados
3546702,Santa Gertrudes,URAE 2 - Centro,Aglomeração Urbana de Piracicaba-AU- Piracicaba,Piracicaba / Capivari / Jundiaí
3546801,Santa Isabel,URAE 1 - Sudeste,Região Metropolitana de São Paulo,Paraíba do Sul
3546900,Santa Lúcia,URAE 4 - Norte,_Fora de RMs/AUs,Mogi-Guaçu
3547007,Santa Maria da Serra,URAE 1 - Sudeste,Aglomeração Urbana de Piracicaba-AU- Piracicaba,Piracicaba / Capivari / Jundiaí
3547106,Santa Mercedes,URAE 1 - Sudeste,_Fora de RMs/AUs,Aguapeí
3547502,Santa Rita do Passa Quatro,URAE 4 - Norte,Região Metropolitana de Ribeirão Preto,Mogi-Guaçu
3547403,Santa Rita d'Oeste,URAE 4 - Norte,_Fora de RMs/AUs,Turvo / Grande
3547601,Santa Rosa de Viterbo,URAE 1 - Sudeste,Região Metropolitana de Ribeirão Preto,Pardo
3547650,Santa Salete,URAE 1 - Sudeste,_Fora de RMs/AUs,São José dos Dourados
3547205,Santana da Ponte Pensa,URAE 1 - Sudeste,_Fora de RMs/AUs,São José dos Dourados
3547304,Santana de Parnaíba,URAE 1 - Sudeste,Região Metropolitana de São Paulo,Alto Tietê
3547700,Santo Anastácio,URAE 1 - Sudeste,_Fora de RMs/AUs,Pontal do Paranapanema
3547809,Santo André,URAE 1 - Sudeste,Região Metropolitana de São Paulo,Alto Tietê
3547908,Santo Antônio da Alegria,URAE 4 - Norte,Região Metropolitana de Ribeirão Preto,Sapucaí / Grande
3548005,Santo Antônio de Posse,URAE 3 - Leste,Região Metropolitana de Campinas,Piracicaba / Capivari / Jundiaí
3548054,Santo Antônio do Aracanguá,URAE 4 - Norte,_Fora de RMs/AUs,Baixo Tietê
3548104,Santo Antônio do Jardim,URAE 1 - Sudeste,_Fora de RMs/AUs,Mogi-Guaçu
3548203,Santo Antônio do Pinhal,URAE 1 - Sudeste,Região Metropolitana do Vale do Paraíba e Litoral Norte,Mantiqueira
3548302,Santo Expedito,URAE 1 - Sudeste,_Fora de RMs/AUs,Peixe
3548401,Santópolis do Aguapeí,URAE 1 - Sudeste,_Fora de RMs/AUs,Aguapeí
3548500,Santos,URAE 1 - Sudeste,Região Metropolitana da Baixada Santista,Baixada Santista
3548609,São Bento do Sapucaí,URAE 1 - Sudeste,Região Metropolitana do Vale do Paraíba e Litoral Norte,Mantiqueira
3548708,São Bernardo do Campo,URAE 1 - Sudeste,Região Metropolitana de São Paulo,Alto Tietê
3548807,São Caetano do Sul,URAE 3 - Leste,Região Metropolitana de São Paulo,Alto Tietê
3548906,São Carlos,URAE 2 - Centro,_Fora de RMs/AUs,Tietê / Jacaré
3549003,São Francisco,URAE 1 - Sudeste,_Fora de RMs/AUs,São José dos Dourados
3549102,São João da Boa Vista,URAE 1 - Sudeste,_Fora de RMs/AUs,Mogi-Guaçu
3549201,São João das Duas Pontes,URAE 1 - Sudeste,_Fora de RMs/AUs,São José dos Dourados
3549250,São João de Iracema,URAE 4 - Norte,_Fora de RMs/AUs,São José dos Dourados
3549300,São João do Pau d'Alho,URAE 2 - Centro,_Fora de RMs/AUs,Aguapeí
3549409,São Joaquim da Barra,URAE 4 - Norte,Aglomeração Urbana de Franca,Sapucaí / Grande
3549508,São José da Bela Vista,URAE 4 - Norte,Aglomeração Urbana de Franca,Sapucaí / Grande
3549607,São José do Barreiro,URAE 3 - Leste,Região Metropolitana do Vale do Paraíba e Litoral Norte,Paraíba do Sul
