id_municipio,nome_rm
3503505,Região Metropolitana do Vale do Paraíba e Litoral Norte
3504909,Região Metropolitana do Vale do Paraíba e Litoral Norte
3513405,Região Metropolitana do Vale do Paraíba e Litoral Norte
3526605,Região Metropolitana do Vale do Paraíba e Litoral Norte
3541901,Região Metropolitana do Vale do Paraíba e Litoral Norte
3549607,Região Metropolitana do Vale do Paraíba e Litoral Norte
3552007,Região Metropolitana do Vale do Paraíba e Litoral Norte
3510500,Região Metropolitana do Vale do Paraíba e Litoral Norte
3520400,Região Metropolitana do Vale do Paraíba e Litoral Norte
3550704,Região Metropolitana do Vale do Paraíba e Litoral Norte
3555406,Região Metropolitana do Vale do Paraíba e Litoral Norte
